,work_year,experience_level,employment_type,job_title,salary,salary_currency,salary_usd,employee_residence,remote_ratio,company_location,company_size,salary_category,job_category,continent,salary_usd_ppp
81294,2024,Mid,Full-time,Machine Learning Engineer,200000,USD,200000,US,0,US,M,High,ML/AI Engineer,North America,200000.0
81295,2024,Mid,Full-time,Machine Learning Engineer,158000,USD,158000,US,0,US,M,High,ML/AI Engineer,North America,158000.0
81296,2024,Senior,Full-time,Machine Learning Engineer,245400,USD,245400,US,0,US,M,High,ML/AI Engineer,North America,245400.0
81297,2024,Senior,Full-time,Machine Learning Engineer,139000,USD,139000,US,0,US,M,High,ML/AI Engineer,North America,139000.0
81298,2024,Mid,Full-time,Analytics Engineer,90046,GBP,112557,GB,0,GB,M,High,Analytics/BI,Europe,126244.19459125689
81299,2024,Mid,Full-time,Analytics Engineer,53158,GBP,66447,GB,0,GB,M,Medium,Analytics/BI,Europe,74527.11069063006
81300,2024,Senior,Full-time,Analytics Engineer,195000,USD,195000,US,0,US,M,High,Analytics/BI,North America,195000.0
81301,2024,Senior,Full-time,Analytics Engineer,166500,USD,166500,US,0,US,M,High,Analytics/BI,North America,166500.0
81302,2024,Senior,Full-time,Data Scientist,206000,USD,206000,US,100,US,M,High,Data Scientist,North America,206000.0
81303,2024,Senior,Full-time,Data Scientist,147900,USD,147900,US,100,US,M,High,Data Scientist,North America,147900.0
81304,2024,Mid,Full-time,Data Scientist,212800,USD,212800,US,0,US,M,High,Data Scientist,North America,212800.0
81305,2024,Mid,Full-time,Data Scientist,125500,USD,125500,US,0,US,M,High,Data Scientist,North America,125500.0
81306,2024,Senior,Full-time,Data Scientist,180000,USD,180000,US,0,US,M,High,Data Scientist,North America,180000.0
81307,2024,Senior,Full-time,Data Scientist,144000,USD,144000,US,0,US,M,High,Data Scientist,North America,144000.0
81308,2024,Senior,Full-time,Data Scientist,180000,USD,180000,US,0,US,M,High,Data Scientist,North America,180000.0
81309,2024,Senior,Full-time,Data Scientist,144000,USD,144000,US,0,US,M,High,Data Scientist,North America,144000.0
81312,2024,Mid,Contract,Data Modeler,120000,USD,120000,US,100,US,M,High,Data Governance/Specialist,North America,120000.0
81313,2024,Mid,Contract,Data Modeler,100000,USD,100000,US,100,US,M,High,Data Governance/Specialist,North America,100000.0
81314,2024,Senior,Full-time,Data Analyst,285600,USD,285600,US,0,US,M,High,Data Analyst,North America,285600.0
81315,2024,Senior,Full-time,Data Analyst,178000,USD,178000,US,0,US,M,High,Data Analyst,North America,178000.0
81316,2024,Senior,Full-time,Data Analyst,270000,USD,270000,CA,0,CA,M,High,Data Analyst,North America,323557.06555553887
81317,2024,Senior,Full-time,Data Analyst,180000,USD,180000,CA,0,CA,M,High,Data Analyst,North America,215704.71037035924
81318,2024,Senior,Full-time,Data Analyst,238625,USD,238625,US,0,US,M,High,Data Analyst,North America,238625.0
81319,2024,Senior,Full-time,Data Analyst,158945,USD,158945,US,0,US,M,High,Data Analyst,North America,158945.0
81320,2024,Mid,Full-time,Data Analyst,135600,USD,135600,US,100,US,M,High,Data Analyst,North America,135600.0
81321,2024,Mid,Full-time,Data Analyst,90400,USD,90400,US,100,US,M,Medium,Data Analyst,North America,90400.0
81322,2024,Senior,Contract,Data Analyst,162000,USD,162000,US,0,US,M,High,Data Analyst,North America,162000.0
81323,2024,Senior,Contract,Data Analyst,140000,USD,140000,US,0,US,M,High,Data Analyst,North America,140000.0
81378,2024,Senior,Full-time,Lead Data Engineer,87000,EUR,96666,NL,50,NL,L,Medium,Data Leadership,Europe,114555.38370485272
81379,2024,Senior,Full-time,Data Analyst,145000,USD,145000,US,100,US,M,High,Data Analyst,North America,145000.0
81380,2024,Senior,Full-time,Data Analyst,80000,USD,80000,US,100,US,M,Medium,Data Analyst,North America,80000.0
81381,2024,Senior,Full-time,Data Analyst,145000,USD,145000,US,100,US,M,High,Data Analyst,North America,145000.0
81382,2024,Senior,Full-time,Data Analyst,80000,USD,80000,US,100,US,M,Medium,Data Analyst,North America,80000.0
81383,2024,Mid,Full-time,Data Analyst,151600,USD,151600,US,100,US,M,High,Data Analyst,North America,151600.0
81384,2024,Mid,Full-time,Data Analyst,70500,USD,70500,US,100,US,M,Medium,Data Analyst,North America,70500.0
81389,2024,Junior,Full-time,Data Specialist,98100,USD,98100,US,100,US,M,Medium,Data Governance/Specialist,North America,98100.0
81390,2024,Junior,Full-time,Data Specialist,65500,USD,65500,US,100,US,M,Medium,Data Governance/Specialist,North America,65500.0
81397,2024,Mid,Full-time,Data Scientist,170500,USD,170500,US,0,US,M,High,Data Scientist,North America,170500.0
81398,2024,Mid,Full-time,Data Scientist,124000,USD,124000,US,0,US,M,High,Data Scientist,North America,124000.0
81399,2024,Senior,Full-time,Data Scientist,145000,USD,145000,US,0,US,M,High,Data Scientist,North America,145000.0
81400,2024,Senior,Full-time,Data Scientist,128000,USD,128000,US,0,US,M,High,Data Scientist,North America,128000.0
81401,2024,Senior,Full-time,Data Scientist,135000,USD,135000,US,100,US,M,High,Data Scientist,North America,135000.0
81402,2024,Senior,Full-time,Data Scientist,101250,USD,101250,US,100,US,M,High,Data Scientist,North America,101250.0
81403,2024,Senior,Full-time,Data Scientist,85000,USD,85000,US,100,US,M,Medium,Data Scientist,North America,85000.0
81404,2024,Senior,Full-time,Data Scientist,63750,USD,63750,US,100,US,M,Medium,Data Scientist,North America,63750.0
81405,2024,Senior,Full-time,Data Architect,90000,GBP,112500,GB,0,GB,M,High,Data Architect,Europe,126180.2632578729
81406,2024,Senior,Full-time,Data Architect,80000,GBP,100000,GB,0,GB,M,High,Data Architect,Europe,112160.23400699813
81409,2024,Executive,Full-time,Data Governance,183060,USD,183060,CA,100,CA,M,High,Data Governance/Specialist,North America,219371.69044665535
81410,2024,Executive,Full-time,Data Governance,101700,USD,101700,CA,100,CA,M,High,Data Governance/Specialist,North America,121873.16135925298
81411,2024,Senior,Full-time,Machine Learning Engineer,158400,USD,158400,US,0,US,M,High,ML/AI Engineer,North America,158400.0
81412,2024,Senior,Full-time,Machine Learning Engineer,105600,USD,105600,US,0,US,M,High,ML/AI Engineer,North America,105600.0
81435,2024,Senior,Full-time,Research Scientist,186160,USD,186160,US,0,US,M,High,Research Scientist,North America,186160.0
81436,2024,Senior,Full-time,Research Scientist,104000,USD,104000,US,0,US,M,High,Research Scientist,North America,104000.0
81445,2024,Senior,Full-time,Data Analyst,195903,USD,195903,US,100,US,M,High,Data Analyst,North America,195903.0
81446,2024,Senior,Full-time,Data Analyst,160284,USD,160284,US,100,US,M,High,Data Analyst,North America,160284.0
81447,2024,Junior,Full-time,Data Analyst,162150,USD,162150,US,0,US,M,High,Data Analyst,North America,162150.0
81448,2024,Junior,Full-time,Data Analyst,89700,USD,89700,US,0,US,M,Medium,Data Analyst,North America,89700.0
81449,2024,Senior,Full-time,Data Specialist,85000,USD,85000,US,0,US,M,Medium,Data Governance/Specialist,North America,85000.0
81450,2024,Senior,Full-time,Data Specialist,70000,USD,70000,US,0,US,M,Medium,Data Governance/Specialist,North America,70000.0
81451,2024,Mid,Full-time,Data Engineer,105000,USD,105000,US,0,US,M,High,Data Engineer,North America,105000.0
81452,2024,Mid,Full-time,Data Engineer,105000,USD,105000,US,0,US,M,High,Data Engineer,North America,105000.0
81457,2024,Senior,Full-time,Data Management Lead,223000,USD,223000,US,0,US,M,High,Data Leadership,North America,223000.0
81458,2024,Senior,Full-time,Data Management Lead,79000,USD,79000,US,0,US,M,Medium,Data Leadership,North America,79000.0
81459,2024,Junior,Full-time,Data Scientist,102000,USD,102000,US,0,US,M,High,Data Scientist,North America,102000.0
81460,2024,Junior,Full-time,Data Scientist,76000,USD,76000,US,0,US,M,Medium,Data Scientist,North America,76000.0
81461,2024,Mid,Full-time,Data Scientist,180200,USD,180200,US,0,US,M,High,Data Scientist,North America,180200.0
81462,2024,Mid,Full-time,Data Scientist,85800,USD,85800,US,0,US,M,Medium,Data Scientist,North America,85800.0
81471,2024,Mid,Full-time,Business Intelligence Analyst,89000,USD,89000,US,0,US,M,Medium,Analytics/BI,North America,89000.0
81472,2024,Mid,Full-time,Business Intelligence Analyst,59000,USD,59000,US,0,US,M,Medium,Analytics/BI,North America,59000.0
81477,2024,Executive,Full-time,Data Governance Analyst,202800,USD,202800,US,0,US,M,High,Data Governance/Specialist,North America,202800.0
81478,2024,Executive,Full-time,Data Governance Analyst,135200,USD,135200,US,0,US,M,High,Data Governance/Specialist,North America,135200.0
81481,2024,Mid,Full-time,Data Analyst,296400,PLN,74100,LT,0,LT,M,Medium,Data Analyst,Europe,127786.75215836473
81482,2024,Mid,Full-time,Data Analyst,207600,PLN,51900,LT,0,LT,M,Medium,Data Analyst,Europe,89502.46203804493
81483,2024,Senior,Full-time,Machine Learning Lead,157959,USD,157959,US,0,US,M,High,Data Leadership,North America,157959.0
81484,2024,Senior,Full-time,Machine Learning Lead,90263,USD,90263,US,0,US,M,Medium,Data Leadership,North America,90263.0
81485,2024,Senior,Full-time,Data Architect,130920,USD,130920,US,0,US,M,High,Data Architect,North America,130920.0
81486,2024,Senior,Full-time,Data Architect,87280,USD,87280,US,0,US,M,Medium,Data Architect,North America,87280.0
81493,2024,Senior,Full-time,Data Analyst,126000,USD,126000,US,0,US,M,High,Data Analyst,North America,126000.0
81494,2024,Senior,Full-time,Data Analyst,91700,USD,91700,US,0,US,M,Medium,Data Analyst,North America,91700.0
81495,2024,Senior,Full-time,Data Analyst,110670,USD,110670,US,0,US,M,High,Data Analyst,North America,110670.0
81496,2024,Senior,Full-time,Data Analyst,93300,USD,93300,US,0,US,M,Medium,Data Analyst,North America,93300.0
81497,2024,Mid,Full-time,Data Scientist,130425,USD,130425,US,0,US,M,High,Data Scientist,North America,130425.0
81498,2024,Mid,Full-time,Data Scientist,72150,USD,72150,US,0,US,M,Medium,Data Scientist,North America,72150.0
81501,2024,Junior,Full-time,Data Quality Analyst,90000,USD,90000,US,0,US,M,Medium,Other data role,North America,90000.0
81502,2024,Junior,Full-time,Data Quality Analyst,66000,USD,66000,US,0,US,M,Medium,Other data role,North America,66000.0
81507,2024,Mid,Full-time,Data Scientist,212800,USD,212800,US,0,US,L,High,Data Scientist,North America,212800.0
81508,2024,Mid,Full-time,Data Scientist,125500,USD,125500,US,0,US,L,High,Data Scientist,North America,125500.0
81509,2024,Junior,Full-time,Data Engineer,185000,USD,185000,US,0,US,L,High,Data Engineer,North America,185000.0
81510,2024,Junior,Full-time,Data Engineer,91200,USD,91200,US,0,US,L,Medium,Data Engineer,North America,91200.0
81511,2024,Mid,Full-time,Applied Scientist,222200,USD,222200,US,0,US,L,High,Research Scientist,North America,222200.0
81512,2024,Mid,Full-time,Applied Scientist,136000,USD,136000,US,0,US,L,High,Research Scientist,North America,136000.0
81525,2024,Senior,Full-time,Machine Learning Engineer,297000,USD,297000,US,0,US,M,High,ML/AI Engineer,North America,297000.0
81526,2024,Senior,Full-time,Machine Learning Engineer,139000,USD,139000,US,0,US,M,High,ML/AI Engineer,North America,139000.0
81527,2024,Senior,Full-time,Machine Learning Engineer,175000,USD,175000,US,100,US,M,High,ML/AI Engineer,North America,175000.0
81528,2024,Senior,Full-time,Machine Learning Engineer,122500,USD,122500,US,100,US,M,High,ML/AI Engineer,North America,122500.0
81529,2024,Senior,Full-time,Machine Learning Engineer,220000,USD,220000,US,100,US,M,High,ML/AI Engineer,North America,220000.0
81530,2024,Senior,Full-time,Machine Learning Engineer,165000,USD,165000,US,100,US,M,High,ML/AI Engineer,North America,165000.0
81531,2024,Senior,Full-time,Machine Learning Engineer,240000,USD,240000,US,0,US,M,High,ML/AI Engineer,North America,240000.0
81532,2024,Senior,Full-time,Machine Learning Engineer,200000,USD,200000,US,0,US,M,High,ML/AI Engineer,North America,200000.0
81533,2024,Senior,Full-time,Machine Learning Engineer,220000,USD,220000,US,0,US,M,High,ML/AI Engineer,North America,220000.0
81534,2024,Senior,Full-time,Machine Learning Engineer,170000,USD,170000,US,0,US,M,High,ML/AI Engineer,North America,170000.0
81535,2024,Mid,Full-time,Data Analyst,110000,USD,110000,PH,0,PH,M,High,Data Analyst,Asia,331709.4865763838
81536,2024,Mid,Full-time,Data Analyst,110000,USD,110000,PH,0,PH,M,High,Data Analyst,Asia,331709.4865763838
81541,2024,Senior,Full-time,Data Analyst,120000,USD,120000,US,100,US,M,High,Data Analyst,North America,120000.0
81542,2024,Senior,Full-time,Data Analyst,95000,USD,95000,US,100,US,M,Medium,Data Analyst,North America,95000.0
81543,2024,Senior,Full-time,Data Analyst,145000,USD,145000,US,0,US,M,High,Data Analyst,North America,145000.0
81544,2024,Senior,Full-time,Data Analyst,108000,USD,108000,US,0,US,M,High,Data Analyst,North America,108000.0
81545,2024,Senior,Full-time,Data Analyst,145000,USD,145000,US,0,US,M,High,Data Analyst,North America,145000.0
81546,2024,Senior,Full-time,Data Analyst,108000,USD,108000,US,0,US,M,High,Data Analyst,North America,108000.0
81547,2024,Senior,Full-time,Data Analyst,145000,USD,145000,US,0,US,M,High,Data Analyst,North America,145000.0
81548,2024,Senior,Full-time,Data Analyst,108000,USD,108000,US,0,US,M,High,Data Analyst,North America,108000.0
81549,2024,Junior,Full-time,Data Analyst,62186,USD,62186,US,0,US,M,Medium,Data Analyst,North America,62186.0
81550,2024,Junior,Full-time,Data Analyst,44419,USD,44419,US,0,US,M,Low,Data Analyst,North America,44419.0
81551,2024,Junior,Full-time,Data Analyst,62186,USD,62186,US,0,US,M,Medium,Data Analyst,North America,62186.0
81552,2024,Junior,Full-time,Data Analyst,44419,USD,44419,US,0,US,M,Low,Data Analyst,North America,44419.0
81553,2024,Mid,Full-time,Data Analyst,78336,USD,78336,US,0,US,M,Medium,Data Analyst,North America,78336.0
81554,2024,Mid,Full-time,Data Analyst,55955,USD,55955,US,0,US,M,Medium,Data Analyst,North America,55955.0
81555,2024,Senior,Full-time,Data Analyst,130000,USD,130000,US,100,US,M,High,Data Analyst,North America,130000.0
81556,2024,Senior,Full-time,Data Analyst,110000,USD,110000,US,100,US,M,High,Data Analyst,North America,110000.0
81565,2024,Senior,Full-time,Data Engineer,210000,USD,210000,US,100,US,M,High,Data Engineer,North America,210000.0
81566,2024,Senior,Full-time,Data Engineer,175000,USD,175000,US,100,US,M,High,Data Engineer,North America,175000.0
81567,2024,Mid,Full-time,Data Management Specialist,65000,USD,65000,US,0,US,M,Medium,Data Governance/Specialist,North America,65000.0
81568,2024,Mid,Full-time,Data Management Specialist,55000,USD,55000,US,0,US,M,Medium,Data Governance/Specialist,North America,55000.0
81569,2024,Junior,Full-time,Data Management Analyst,55000,USD,55000,US,0,US,M,Medium,Data Governance/Specialist,North America,55000.0
81570,2024,Junior,Full-time,Data Management Analyst,53000,USD,53000,US,0,US,M,Medium,Data Governance/Specialist,North America,53000.0
81571,2024,Senior,Full-time,Analytics Engineer,160000,USD,160000,US,100,US,M,High,Analytics/BI,North America,160000.0
81572,2024,Senior,Full-time,Analytics Engineer,130000,USD,130000,US,100,US,M,High,Analytics/BI,North America,130000.0
81573,2024,Junior,Full-time,Analytics Engineer,79700,USD,79700,US,0,US,M,Medium,Analytics/BI,North America,79700.0
81574,2024,Junior,Full-time,Analytics Engineer,39500,USD,39500,US,0,US,M,Low,Analytics/BI,North America,39500.0
81577,2024,Mid,Full-time,Applied Scientist,222200,USD,222200,US,0,US,M,High,Research Scientist,North America,222200.0
81578,2024,Mid,Full-time,Applied Scientist,136000,USD,136000,US,0,US,M,High,Research Scientist,North America,136000.0
81581,2024,Senior,Full-time,Data Engineer,198000,USD,198000,US,100,US,M,High,Data Engineer,North America,198000.0
81582,2024,Senior,Full-time,Data Engineer,162000,USD,162000,US,100,US,M,High,Data Engineer,North America,162000.0
81583,2024,Mid,Full-time,Data Engineer,185000,USD,185000,US,0,US,M,High,Data Engineer,North America,185000.0
81584,2024,Mid,Full-time,Data Engineer,91200,USD,91200,US,0,US,M,Medium,Data Engineer,North America,91200.0
81585,2024,Mid,Full-time,Data Engineer,185000,USD,185000,US,0,US,M,High,Data Engineer,North America,185000.0
81586,2024,Mid,Full-time,Data Engineer,91200,USD,91200,US,0,US,M,Medium,Data Engineer,North America,91200.0
81587,2024,Mid,Full-time,Data Engineer,185000,USD,185000,US,0,US,M,High,Data Engineer,North America,185000.0
81588,2024,Mid,Full-time,Data Engineer,91200,USD,91200,US,0,US,M,Medium,Data Engineer,North America,91200.0
81589,2024,Mid,Full-time,Data Engineer,185000,USD,185000,US,0,US,M,High,Data Engineer,North America,185000.0
81590,2024,Mid,Full-time,Data Engineer,91200,USD,91200,US,0,US,M,Medium,Data Engineer,North America,91200.0
81591,2024,Mid,Full-time,Data Engineer,18000,EUR,20000,SK,0,SK,M,Low,Data Engineer,Europe,34549.6657509979
81592,2024,Mid,Full-time,Data Engineer,18000,EUR,20000,SK,0,SK,M,Low,Data Engineer,Europe,34549.6657509979
81593,2024,Mid,Full-time,Data Scientist,177300,USD,177300,US,0,US,M,High,Data Scientist,North America,177300.0
81594,2024,Mid,Full-time,Data Scientist,136300,USD,136300,US,0,US,M,High,Data Scientist,North America,136300.0
81595,2024,Mid,Full-time,Data Scientist,170000,USD,170000,US,0,US,M,High,Data Scientist,North America,170000.0
81596,2024,Mid,Full-time,Data Scientist,130000,USD,130000,US,0,US,M,High,Data Scientist,North America,130000.0
81597,2024,Senior,Full-time,Data Scientist,247400,USD,247400,US,0,US,M,High,Data Scientist,North America,247400.0
81598,2024,Senior,Full-time,Data Scientist,153300,USD,153300,US,0,US,M,High,Data Scientist,North America,153300.0
81599,2024,Senior,Full-time,Data Scientist,247400,USD,247400,US,0,US,M,High,Data Scientist,North America,247400.0
81600,2024,Senior,Full-time,Data Scientist,153300,USD,153300,US,0,US,M,High,Data Scientist,North America,153300.0
81601,2024,Senior,Full-time,Data Scientist,247400,USD,247400,US,0,US,M,High,Data Scientist,North America,247400.0
81602,2024,Senior,Full-time,Data Scientist,153300,USD,153300,US,0,US,M,High,Data Scientist,North America,153300.0
81611,2024,Senior,Full-time,Research Scientist,258100,USD,258100,US,0,US,M,High,Research Scientist,North America,258100.0
81612,2024,Senior,Full-time,Research Scientist,151900,USD,151900,US,0,US,M,High,Research Scientist,North America,151900.0
81653,2024,Mid,Full-time,Data Governance,130000,USD,130000,US,100,US,M,High,Data Governance/Specialist,North America,130000.0
81654,2024,Mid,Full-time,Data Governance,120000,USD,120000,US,100,US,M,High,Data Governance/Specialist,North America,120000.0
81655,2024,Junior,Full-time,Data Analyst,133900,USD,133900,US,0,US,M,High,Data Analyst,North America,133900.0
81656,2024,Junior,Full-time,Data Analyst,99900,USD,99900,US,0,US,M,Medium,Data Analyst,North America,99900.0
81657,2024,Senior,Full-time,Applied Scientist,248000,USD,248000,US,0,US,M,High,Research Scientist,North America,248000.0
81658,2024,Senior,Full-time,Applied Scientist,148100,USD,148100,US,0,US,M,High,Research Scientist,North America,148100.0
81659,2024,Senior,Full-time,Data Specialist,123449,USD,123449,CA,0,CA,M,High,Data Governance/Specialist,North America,147936.28216950267
81660,2024,Senior,Full-time,Data Specialist,93734,USD,93734,CA,0,CA,M,Medium,Data Governance/Specialist,North America,112327.02956586253
81661,2024,Senior,Full-time,Data and Reporting Professional,98500,USD,98500,US,100,US,M,Medium,Other data role,North America,98500.0
81662,2024,Senior,Full-time,Data and Reporting Professional,71500,USD,71500,US,100,US,M,Medium,Other data role,North America,71500.0
81665,2024,Mid,Full-time,Analytics Engineer,174100,USD,174100,US,0,US,M,High,Analytics/BI,North America,174100.0
81666,2024,Mid,Full-time,Analytics Engineer,136700,USD,136700,US,0,US,M,High,Analytics/BI,North America,136700.0
81667,2024,Senior,Full-time,Data Engineer,205563,USD,205563,US,0,US,M,High,Data Engineer,North America,205563.0
81668,2024,Senior,Full-time,Data Engineer,149500,USD,149500,US,0,US,M,High,Data Engineer,North America,149500.0
81669,2024,Senior,Full-time,Applied Scientist,294000,USD,294000,US,0,US,M,High,Research Scientist,North America,294000.0
81670,2024,Senior,Full-time,Applied Scientist,137600,USD,137600,US,0,US,M,High,Research Scientist,North America,137600.0
81671,2024,Senior,Full-time,Data Scientist,225300,USD,225300,US,0,US,M,High,Data Scientist,North America,225300.0
81672,2024,Senior,Full-time,Data Scientist,155300,USD,155300,US,0,US,M,High,Data Scientist,North America,155300.0
81679,2024,Senior,Full-time,Data Analyst,175000,USD,175000,US,0,US,M,High,Data Analyst,North America,175000.0
81680,2024,Senior,Full-time,Data Analyst,135000,USD,135000,US,0,US,M,High,Data Analyst,North America,135000.0
81681,2024,Senior,Full-time,Data Lead,300000,USD,300000,US,0,US,M,High,Data Leadership,North America,300000.0
81682,2024,Senior,Full-time,Data Lead,100000,USD,100000,US,0,US,M,High,Data Leadership,North America,100000.0
81683,2024,Senior,Full-time,Data Scientist,100000,USD,100000,CA,0,CA,M,High,Data Scientist,North America,119835.95020575513
81684,2024,Senior,Full-time,Data Scientist,85000,USD,85000,CA,0,CA,M,Medium,Data Scientist,North America,101860.55767489187
81695,2024,Senior,Full-time,AI Architect,250200,USD,250200,US,0,US,M,High,Data Architect,North America,250200.0
81696,2024,Senior,Full-time,AI Architect,117200,USD,117200,US,0,US,M,High,Data Architect,North America,117200.0
81697,2024,Senior,Full-time,AI Engineer,156100,USD,156100,US,100,US,M,High,ML/AI Engineer,North America,156100.0
81698,2024,Senior,Full-time,AI Engineer,84100,USD,84100,US,100,US,M,Medium,ML/AI Engineer,North America,84100.0
81701,2024,Senior,Full-time,Applied Scientist,295000,USD,295000,US,100,US,M,High,Research Scientist,North America,295000.0
81702,2024,Senior,Full-time,Applied Scientist,165200,USD,165200,US,100,US,M,High,Research Scientist,North America,165200.0
81711,2024,Senior,Full-time,Data Engineer,250200,USD,250200,US,0,US,M,High,Data Engineer,North America,250200.0
81712,2024,Senior,Full-time,Data Engineer,117200,USD,117200,US,0,US,M,High,Data Engineer,North America,117200.0
81713,2024,Senior,Full-time,Data Engineer,250200,USD,250200,US,0,US,M,High,Data Engineer,North America,250200.0
81714,2024,Senior,Full-time,Data Engineer,117200,USD,117200,US,0,US,M,High,Data Engineer,North America,117200.0
81715,2024,Senior,Full-time,Data Engineer,215000,USD,215000,US,0,US,M,High,Data Engineer,North America,215000.0
81716,2024,Senior,Full-time,Data Engineer,134500,USD,134500,US,0,US,M,High,Data Engineer,North America,134500.0
81717,2024,Senior,Full-time,Data Engineer,264200,USD,264200,US,0,US,M,High,Data Engineer,North America,264200.0
81718,2024,Senior,Full-time,Data Engineer,175800,USD,175800,US,0,US,M,High,Data Engineer,North America,175800.0
81719,2024,Junior,Full-time,Data Engineer,49740,EUR,55266,NL,0,NL,M,Medium,Data Engineer,Europe,65493.739637849816
81720,2024,Junior,Full-time,Data Engineer,35928,EUR,39920,NL,0,NL,M,Low,Data Engineer,Europe,47307.74954480087
81729,2024,Senior,Full-time,Machine Learning Engineer,247000,USD,247000,CA,0,CA,M,High,ML/AI Engineer,North America,295994.79700821516
81730,2024,Senior,Full-time,Machine Learning Engineer,164000,USD,164000,CA,0,CA,M,High,ML/AI Engineer,North America,196530.9583374384
81735,2024,Senior,Full-time,Machine Learning Engineer,378700,USD,378700,US,0,US,M,High,ML/AI Engineer,North America,378700.0
81736,2024,Senior,Full-time,Machine Learning Engineer,207800,USD,207800,US,0,US,M,High,ML/AI Engineer,North America,207800.0
81739,2024,Senior,Full-time,Data Team Lead,50000,GBP,62500,GB,0,GB,M,Medium,Data Leadership,Europe,70100.14625437383
81740,2024,Senior,Full-time,Data Team Lead,45000,GBP,56250,GB,0,GB,M,Medium,Data Leadership,Europe,63090.13162893645
81741,2024,Senior,Full-time,Data Scientist,223000,USD,223000,US,0,US,M,High,Data Scientist,North America,223000.0
81742,2024,Senior,Full-time,Data Scientist,150000,USD,150000,US,0,US,M,High,Data Scientist,North America,150000.0
81743,2024,Senior,Full-time,Data Scientist,223000,USD,223000,US,0,US,M,High,Data Scientist,North America,223000.0
81744,2024,Senior,Full-time,Data Scientist,150000,USD,150000,US,0,US,M,High,Data Scientist,North America,150000.0
81745,2024,Senior,Full-time,Data Scientist,294000,USD,294000,US,0,US,M,High,Data Scientist,North America,294000.0
81746,2024,Senior,Full-time,Data Scientist,137600,USD,137600,US,0,US,M,High,Data Scientist,North America,137600.0
81747,2024,Mid,Full-time,AI Researcher,44982,GBP,56227,GB,0,GB,M,Medium,Research Scientist,Europe,63064.33477511484
81748,2024,Mid,Full-time,AI Researcher,44982,GBP,56227,GB,0,GB,M,Medium,Research Scientist,Europe,63064.33477511484
81751,2024,Mid,Full-time,Analytics Engineer,185000,USD,185000,US,0,US,M,High,Analytics/BI,North America,185000.0
81752,2024,Mid,Full-time,Analytics Engineer,140000,USD,140000,US,0,US,M,High,Analytics/BI,North America,140000.0
81753,2024,Mid,Full-time,Business Intelligence Developer,100000,USD,100000,US,0,US,M,High,Analytics/BI,North America,100000.0
81754,2024,Mid,Full-time,Business Intelligence Developer,90000,USD,90000,US,0,US,M,Medium,Analytics/BI,North America,90000.0
81757,2024,Mid,Full-time,Data Analyst,110000,USD,110000,US,0,US,M,High,Data Analyst,North America,110000.0
81758,2024,Mid,Full-time,Data Analyst,78897,USD,78897,US,0,US,M,Medium,Data Analyst,North America,78897.0
81759,2024,Executive,Full-time,Data Governance,152000,USD,152000,US,100,US,M,High,Data Governance/Specialist,North America,152000.0
81760,2024,Executive,Full-time,Data Governance,99000,USD,99000,US,100,US,M,Medium,Data Governance/Specialist,North America,99000.0
81787,2024,Senior,Full-time,Data Engineer,120700,USD,120700,US,100,US,M,High,Data Engineer,North America,120700.0
81788,2024,Senior,Full-time,Data Engineer,67000,USD,67000,US,100,US,M,Medium,Data Engineer,North America,67000.0
81797,2024,Mid,Full-time,Research Scientist,260570,USD,260570,US,0,US,M,High,Research Scientist,North America,260570.0
81798,2024,Mid,Full-time,Research Scientist,167030,USD,167030,US,0,US,M,High,Research Scientist,North America,167030.0
81813,2024,Mid,Full-time,Research Scientist,43817,GBP,54771,GB,0,GB,M,Medium,Research Scientist,Europe,61431.28176797295
81814,2024,Mid,Full-time,Research Scientist,40832,GBP,51040,GB,0,GB,M,Medium,Research Scientist,Europe,57246.583437171845
81839,2024,Mid,Full-time,Data Scientist,172000,USD,172000,US,0,US,M,High,Data Scientist,North America,172000.0
81840,2024,Mid,Full-time,Data Scientist,75600,USD,75600,US,0,US,M,Medium,Data Scientist,North America,75600.0
81841,2024,Senior,Full-time,Data Architect,115563,USD,115563,CA,0,CA,M,High,Data Architect,North America,138486.0191362768
81842,2024,Senior,Full-time,Data Architect,92450,USD,92450,CA,0,CA,M,Medium,Data Architect,North America,110788.33596522063
81843,2024,Senior,Full-time,BI Analyst,126500,USD,126500,US,100,US,M,High,Analytics/BI,North America,126500.0
81844,2024,Senior,Full-time,BI Analyst,78000,USD,78000,US,100,US,M,Medium,Analytics/BI,North America,78000.0
81845,2024,Mid,Full-time,Data Engineer,137000,USD,137000,US,0,US,M,High,Data Engineer,North America,137000.0
81846,2024,Mid,Full-time,Data Engineer,60400,USD,60400,US,0,US,M,Medium,Data Engineer,North America,60400.0
81855,2024,Mid,Full-time,Data Engineer,180000,USD,180000,US,0,US,M,High,Data Engineer,North America,180000.0
81856,2024,Mid,Full-time,Data Engineer,75000,USD,75000,US,0,US,M,Medium,Data Engineer,North America,75000.0
81857,2024,Senior,Full-time,Data Engineer,202500,USD,202500,US,0,US,M,High,Data Engineer,North America,202500.0
81858,2024,Senior,Full-time,Data Engineer,135000,USD,135000,US,0,US,M,High,Data Engineer,North America,135000.0
81859,2024,Senior,Full-time,Data Manager,130425,USD,130425,US,0,US,M,High,Data Leadership,North America,130425.0
81860,2024,Senior,Full-time,Data Manager,72150,USD,72150,US,0,US,M,Medium,Data Leadership,North America,72150.0
